,State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
78,andhra pradesh,kharif,jowar,80,40,40,5.56,654.34,29.26666666666667,9600.0,10400.0,1.0833333333333333
79,andhra pradesh,kharif,maize,80,40,20,5.4,654.34,29.26666666666667,1000.0,1700.0,1.7
80,andhra pradesh,kharif,moong,20,40,20,5.56,654.34,29.26666666666667,3000.0,1200.0,0.4
81,andhra pradesh,kharif,rice,80,40,40,5.34,654.34,29.26666666666667,66300.0,176900.0,2.668174962292609
82,andhra pradesh,kharif,sunflower,50,60,30,5.62,654.34,29.26666666666667,81700.0,46200.0,0.565483476132191
83,andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,2000.0,600.0,0.3
84,andhra pradesh,rabi,jowar,80,40,40,5.66,288.3,25.46,113800.0,107200.0,0.9420035149384886
85,andhra pradesh,rabi,maize,80,40,20,5.48,288.3,25.46,100.0,200.0,2.0
86,andhra pradesh,rabi,moong,20,40,20,5.66,288.3,25.46,500.0,200.0,0.4
87,andhra pradesh,rabi,rice,80,40,40,5.4,288.3,25.46,9000.0,23900.0,2.6555555555555554
88,andhra pradesh,rabi,sunflower,50,60,30,5.38,288.3,25.46,61100.0,34300.0,0.5613747954173486
89,andhra pradesh,rabi,wheat,60,30,30,6.7,288.3,25.46,600.0,300.0,0.5
90,andhra pradesh,kharif,cotton,120,40,20,5.32,654.34,29.26666666666667,39900.0,47500.0,1.1904761904761905
91,andhra pradesh,kharif,jowar,80,40,40,5.58,654.34,29.26666666666667,3700.0,2100.0,0.5675675675675675
92,andhra pradesh,kharif,maize,80,40,20,5.34,654.34,29.26666666666667,1800.0,8100.0,4.5
93,andhra pradesh,kharif,moong,20,40,20,5.6,654.34,29.26666666666667,6000.0,2300.0,0.3833333333333333
94,andhra pradesh,kharif,rice,80,40,40,5.68,654.34,29.26666666666667,62000.0,124300.0,2.0048387096774194
95,andhra pradesh,kharif,sesamum,30,15,30,6.46,654.34,29.26666666666667,3700.0,700.0,0.1891891891891892
96,andhra pradesh,kharif,sunflower,50,60,30,5.52,654.34,29.26666666666667,14100.0,7000.0,0.4964539007092198
97,andhra pradesh,rabi,horsegram,20,60,20,6.1,288.3,25.46,2500.0,900.0,0.36
98,andhra pradesh,rabi,jowar,80,40,40,5.56,288.3,25.46,4200.0,8100.0,1.9285714285714288
99,andhra pradesh,rabi,maize,80,40,20,5.38,288.3,25.46,4700.0,17600.0,3.74468085106383
100,andhra pradesh,rabi,moong,20,40,20,5.48,288.3,25.46,4700.0,2000.0,0.425531914893617
101,andhra pradesh,rabi,ragi,50,40,20,5.68,288.3,25.46,4600.0,5800.0,1.2608695652173914
102,andhra pradesh,rabi,rice,80,40,40,5.46,288.3,25.46,74200.0,222100.0,2.9932614555256065
103,andhra pradesh,rabi,sesamum,30,15,30,6.5,288.3,25.46,2500.0,100.0,0.04
104,andhra pradesh,rabi,sunflower,50,60,30,5.46,288.3,25.46,600.0,200.0,0.3333333333333333
105,andhra pradesh,kharif,cotton,120,40,20,5.56,654.34,29.26666666666667,8700.0,20900.0,2.4022988505747125
106,andhra pradesh,kharif,maize,80,40,20,5.62,654.34,29.26666666666667,100.0,100.0,1.0
107,andhra pradesh,kharif,moong,20,40,20,5.32,654.34,29.26666666666667,300.0,100.0,0.3333333333333333
108,andhra pradesh,kharif,ragi,50,40,20,5.5,654.34,29.26666666666667,300.0,200.0,0.6666666666666666
109,andhra pradesh,kharif,rice,80,40,40,5.34,654.34,29.26666666666667,48700.0,127600.0,2.620123203285421
110,andhra pradesh,kharif,sesamum,30,15,30,6.54,654.34,29.26666666666667,1100.0,200.0,0.1818181818181818
111,andhra pradesh,kharif,sunflower,50,60,30,5.56,654.34,29.26666666666667,3000.0,1500.0,0.5
112,andhra pradesh,rabi,horsegram,20,60,20,6.18,288.3,25.46,600.0,300.0,0.5
113,andhra pradesh,rabi,jowar,80,40,40,5.4,288.3,25.46,300.0,200.0,0.6666666666666666
114,andhra pradesh,rabi,moong,20,40,20,5.68,288.3,25.46,6300.0,1900.0,0.3015873015873015
115,andhra pradesh,rabi,ragi,50,40,20,5.62,288.3,25.46,400.0,900.0,2.25
116,andhra pradesh,rabi,rice,80,40,40,5.32,288.3,25.46,182100.0,544600.0,2.990664470071389
117,andhra pradesh,rabi,sesamum,30,15,30,6.42,288.3,25.46,2200.0,200.0,0.0909090909090909
118,andhra pradesh,rabi,sunflower,50,60,30,5.68,288.3,25.46,200.0,100.0,0.5
119,andhra pradesh,kharif,cotton,120,40,20,5.34,654.34,29.26666666666667,800.0,1900.0,2.375
120,andhra pradesh,kharif,jowar,80,40,40,5.54,654.34,29.26666666666667,300.0,200.0,0.6666666666666666
121,andhra pradesh,kharif,maize,80,40,20,5.42,654.34,29.26666666666667,200.0,400.0,2.0
122,andhra pradesh,kharif,ragi,50,40,20,5.56,654.34,29.26666666666667,4700.0,5300.0,1.127659574468085
123,andhra pradesh,kharif,rice,80,40,40,5.68,654.34,29.26666666666667,185700.0,278500.0,1.499730748519117
124,andhra pradesh,kharif,sesamum,30,15,30,6.42,654.34,29.26666666666667,4100.0,500.0,0.1219512195121951
125,andhra pradesh,rabi,horsegram,20,60,20,5.9,288.3,25.46,17300.0,11200.0,0.6473988439306358
126,andhra pradesh,rabi,jowar,80,40,40,5.48,288.3,25.46,400.0,200.0,0.5
127,andhra pradesh,rabi,moong,20,40,20,5.44,288.3,25.46,23300.0,10800.0,0.463519313304721
128,andhra pradesh,rabi,ragi,50,40,20,5.58,288.3,25.46,1400.0,2000.0,1.4285714285714286
129,andhra pradesh,rabi,rice,80,40,40,5.52,288.3,25.46,600.0,2100.0,3.5
130,andhra pradesh,rabi,sesamum,30,15,30,6.66,288.3,25.46,2000.0,200.0,0.1
131,andhra pradesh,kharif,cotton,120,40,20,5.4,654.34,29.26666666666667,1500.0,3500.0,2.333333333333333
132,andhra pradesh,kharif,jowar,80,40,40,5.32,654.34,29.26666666666667,1300.0,700.0,0.5384615384615384
133,andhra pradesh,kharif,maize,80,40,20,5.68,654.34,29.26666666666667,6400.0,6500.0,1.015625
134,andhra pradesh,kharif,moong,20,40,20,5.38,654.34,29.26666666666667,2500.0,1000.0,0.4
135,andhra pradesh,kharif,ragi,50,40,20,5.44,654.34,29.26666666666667,35800.0,14600.0,0.4078212290502793
136,andhra pradesh,kharif,rice,80,40,40,5.58,654.34,29.26666666666667,95600.0,79700.0,0.8336820083682008
137,andhra pradesh,kharif,sesamum,30,15,30,6.36,654.34,29.26666666666667,4100.0,600.0,0.1463414634146341
138,andhra pradesh,rabi,horsegram,20,60,20,5.84,288.3,25.46,6700.0,3200.0,0.4776119402985074
139,andhra pradesh,rabi,jowar,80,40,40,5.6,288.3,25.46,100.0,100.0,1.0
140,andhra pradesh,rabi,maize,80,40,20,5.32,288.3,25.46,300.0,1100.0,3.6666666666666665
141,andhra pradesh,rabi,moong,20,40,20,5.4,288.3,25.46,2700.0,1100.0,0.4074074074074074
142,andhra pradesh,rabi,ragi,50,40,20,5.62,288.3,25.46,2000.0,3900.0,1.95
143,andhra pradesh,rabi,rice,80,40,40,5.48,288.3,25.46,2700.0,8700.0,3.2222222222222223
144,andhra pradesh,rabi,sesamum,30,15,30,6.34,288.3,25.46,9300.0,900.0,0.0967741935483871
145,andhra pradesh,kharif,cotton,120,40,20,5.38,654.34,29.26666666666667,4200.0,10100.0,2.4047619047619047
146,andhra pradesh,kharif,jowar,80,40,40,5.54,654.34,29.26666666666667,600.0,300.0,0.5
147,andhra pradesh,kharif,maize,80,40,20,5.56,654.34,29.26666666666667,500.0,800.0,1.6
148,andhra pradesh,kharif,moong,20,40,20,5.68,654.34,29.26666666666667,500.0,200.0,0.4
149,andhra pradesh,kharif,ragi,50,40,20,5.62,654.34,29.26666666666667,10000.0,11700.0,1.17
150,andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,130500.0,185600.0,1.4222222222222225
151,andhra pradesh,kharif,sesamum,30,15,30,6.64,654.34,29.26666666666667,7300.0,1700.0,0.2328767123287671
152,andhra pradesh,rabi,horsegram,20,60,20,6.04,288.3,25.46,38700.0,14500.0,0.3746770025839793
153,andhra pradesh,rabi,jowar,80,40,40,5.38,288.3,25.46,200.0,300.0,1.5
154,andhra pradesh,rabi,maize,80,40,20,5.42,288.3,25.46,1800.0,6800.0,3.7777777777777777
155,andhra pradesh,rabi,moong,20,40,20,5.44,288.3,25.46,20800.0,4100.0,0.1971153846153846
156,andhra pradesh,rabi,ragi,50,40,20,5.52,288.3,25.46,2300.0,3500.0,1.5217391304347827
157,andhra pradesh,rabi,rice,80,40,40,5.36,288.3,25.46,1000.0,3200.0,3.2
158,andhra pradesh,rabi,sesamum,30,15,30,6.54,288.3,25.46,17200.0,1600.0,0.0930232558139534
159,andhra pradesh,kharif,cotton,120,40,20,5.52,654.34,29.26666666666667,3400.0,8200.0,2.411764705882353
160,andhra pradesh,kharif,maize,80,40,20,5.4,654.34,29.26666666666667,800.0,1400.0,1.75
161,andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,247200.0,630400.0,2.5501618122977345
162,andhra pradesh,kharif,sesamum,30,15,30,6.36,654.34,29.26666666666667,1500.0,500.0,0.3333333333333333
163,andhra pradesh,kharif,sunflower,50,60,30,5.68,654.34,29.26666666666667,800.0,400.0,0.5
164,andhra pradesh,rabi,horsegram,20,60,20,6.04,288.3,25.46,1100.0,300.0,0.2727272727272727
165,andhra pradesh,rabi,jowar,80,40,40,5.34,288.3,25.46,300.0,500.0,1.6666666666666667
166,andhra pradesh,rabi,maize,80,40,20,5.68,288.3,25.46,8900.0,33600.0,3.775280898876405
167,andhra pradesh,rabi,rice,80,40,40,5.42,288.3,25.46,193600.0,678100.0,3.502582644628099
168,arunachal pradesh,kharif,maize,80,40,20,5.58,1712.66,11.2,1520.0,2725.0,1.792763157894737
169,arunachal pradesh,kharif,rice,80,40,40,5.34,1712.66,11.2,11500.0,13800.0,1.2
170,arunachal pradesh,kharif,sesamum,30,15,30,6.36,1712.66,11.2,424.0,313.0,0.7382075471698113
171,arunachal pradesh,kharif,soyabean,20,60,20,5.44,1712.66,11.2,373.0,450.0,1.206434316353887
172,arunachal pradesh,kharif,sunflower,50,60,30,5.68,1712.66,11.2,51.0,24.0,0.4705882352941176
173,arunachal pradesh,rabi,rapeseed,50,40,20,5.14,241.78000000000003,1.1800000000000002,4205.0,3300.0,0.7847800237812128
174,arunachal pradesh,rabi,wheat,60,30,30,6.3,241.78000000000003,1.1800000000000002,240.0,260.0,1.0833333333333333
175,arunachal pradesh,kharif,maize,80,40,20,5.66,1712.66,11.2,5212.0,7557.0,1.4499232540291636
176,arunachal pradesh,kharif,rice,80,40,40,5.58,1712.66,11.2,10310.0,12400.0,1.2027158098933075
177,arunachal pradesh,kharif,sesamum,30,15,30,6.38,1712.66,11.2,130.0,100.0,0.7692307692307693
178,arunachal pradesh,kharif,soyabean,20,60,20,5.56,1712.66,11.2,290.0,653.0,2.2517241379310344
179,arunachal pradesh,kharif,sunflower,50,60,30,5.68,1712.66,11.2,20.0,10.0,0.5
180,arunachal pradesh,rabi,rapeseed,50,40,20,4.96,241.78000000000003,1.1800000000000002,2780.0,2700.0,0.9712230215827338
181,arunachal pradesh,rabi,wheat,60,30,30,6.12,241.78000000000003,1.1800000000000002,196.0,294.0,1.5
182,arunachal pradesh,kharif,maize,80,40,20,5.68,1712.66,11.2,1485.0,2652.0,1.7858585858585858
183,arunachal pradesh,kharif,rice,80,40,40,5.52,1712.66,11.2,8945.0,9200.0,1.028507546115148
184,arunachal pradesh,kharif,sesamum,30,15,30,6.34,1712.66,11.2,215.0,75.0,0.3488372093023256
185,arunachal pradesh,kharif,soyabean,20,60,20,5.5,1712.66,11.2,88.0,195.0,2.215909090909091
186,arunachal pradesh,kharif,sunflower,50,60,30,5.32,1712.66,11.2,40.0,30.0,0.75
187,arunachal pradesh,rabi,rapeseed,50,40,20,4.94,241.78000000000003,1.1800000000000002,270.0,290.0,1.0740740740740742
188,arunachal pradesh,rabi,wheat,60,30,30,6.12,241.78000000000003,1.1800000000000002,19.0,81.0,4.2631578947368425
189,arunachal pradesh,kharif,maize,80,40,20,5.32,1712.66,11.2,2332.0,4196.0,1.7993138936535162
190,arunachal pradesh,kharif,rice,80,40,40,5.6,1712.66,11.2,10200.0,15525.0,1.5220588235294117
191,arunachal pradesh,kharif,sesamum,30,15,30,6.68,1712.66,11.2,98.0,80.0,0.8163265306122449
192,arunachal pradesh,kharif,soyabean,20,60,20,5.54,1712.66,11.2,291.0,223.0,0.7663230240549829
193,arunachal pradesh,kharif,sunflower,50,60,30,5.5,1712.66,11.2,22.0,15.0,0.6818181818181818
194,arunachal pradesh,rabi,rapeseed,50,40,20,5.18,241.78000000000003,1.1800000000000002,3315.0,3400.0,1.0256410256410255
195,arunachal pradesh,rabi,wheat,60,30,30,6.8,241.78000000000003,1.1800000000000002,447.0,670.0,1.4988814317673378
196,arunachal pradesh,kharif,maize,80,40,20,5.54,1712.66,11.2,7375.0,6099.0,0.8269830508474576
197,arunachal pradesh,kharif,rice,80,40,40,5.4,1712.66,11.2,15070.0,19600.0,1.3005972130059722
198,arunachal pradesh,kharif,sesamum,30,15,30,6.56,1712.66,11.2,95.0,70.0,0.7368421052631579
199,arunachal pradesh,kharif,soyabean,20,60,20,5.36,1712.66,11.2,187.0,405.0,2.165775401069519
200,arunachal pradesh,kharif,sunflower,50,60,30,5.4,1712.66,11.2,40.0,20.0,0.5
201,arunachal pradesh,rabi,rapeseed,50,40,20,5.08,241.78000000000003,1.1800000000000002,6700.0,6600.0,0.9850746268656716
202,arunachal pradesh,rabi,wheat,60,30,30,6.5,241.78000000000003,1.1800000000000002,250.0,300.0,1.2
203,arunachal pradesh,kharif,maize,80,40,20,5.5,1712.66,11.2,3794.0,6876.0,1.812335266209805
204,arunachal pradesh,kharif,rice,80,40,40,5.5,1712.66,11.2,21064.0,19900.0,0.9447398404861376
205,arunachal pradesh,kharif,sesamum,30,15,30,6.32,1712.66,11.2,31.0,20.0,0.6451612903225806
206,arunachal pradesh,kharif,soyabean,20,60,20,5.44,1712.66,11.2,69.0,70.0,1.0144927536231885
207,arunachal pradesh,kharif,sunflower,50,60,30,5.58,1712.66,11.2,27.0,10.0,0.3703703703703703
208,arunachal pradesh,rabi,rapeseed,50,40,20,4.9,241.78000000000003,1.1800000000000002,940.0,1000.0,1.0638297872340423
209,arunachal pradesh,rabi,wheat,60,30,30,6.3,241.78000000000003,1.1800000000000002,33.0,56.0,1.696969696969697
210,arunachal pradesh,kharif,maize,80,40,20,5.68,1712.66,11.2,1460.0,2305.0,1.5787671232876712
211,arunachal pradesh,kharif,rice,80,40,40,5.48,1712.66,11.2,6938.0,8400.0,1.2107235514557508
212,arunachal pradesh,kharif,sesamum,30,15,30,6.5,1712.66,11.2,230.0,83.0,0.3608695652173913
213,arunachal pradesh,kharif,soyabean,20,60,20,5.5,1712.66,11.2,255.0,200.0,0.7843137254901961
214,arunachal pradesh,kharif,sunflower,50,60,30,5.58,1712.66,11.2,70.0,23.0,0.3285714285714285
215,arunachal pradesh,rabi,rapeseed,50,40,20,4.9,241.78000000000003,1.1800000000000002,420.0,275.0,0.6547619047619048
216,arunachal pradesh,rabi,wheat,60,30,30,7.0,241.78000000000003,1.1800000000000002,95.0,103.0,1.0842105263157895
217,arunachal pradesh,kharif,maize,80,40,20,5.52,1712.66,11.2,801.0,1442.0,1.8002496878901373
218,arunachal pradesh,kharif,rice,80,40,40,5.36,1712.66,11.2,868.0,1050.0,1.2096774193548387
219,arunachal pradesh,kharif,soyabean,20,60,20,5.62,1712.66,11.2,130.0,188.0,1.446153846153846
220,arunachal pradesh,kharif,sunflower,50,60,30,5.64,1712.66,11.2,80.0,42.0,0.525
221,arunachal pradesh,rabi,rapeseed,50,40,20,5.18,241.78000000000003,1.1800000000000002,55.0,65.0,1.181818181818182
222,arunachal pradesh,rabi,wheat,60,30,30,6.5,241.78000000000003,1.1800000000000002,1695.0,2712.0,1.6
223,arunachal pradesh,kharif,maize,80,40,20,5.34,1712.66,11.2,2480.0,3100.0,1.25
224,arunachal pradesh,kharif,rice,80,40,40,5.6,1712.66,11.2,5345.0,3700.0,0.6922357343311506
225,arunachal pradesh,kharif,soyabean,20,60,20,5.52,1712.66,11.2,370.0,238.0,0.6432432432432432
226,arunachal pradesh,kharif,sunflower,50,60,30,5.46,1712.66,11.2,12.0,2.0,0.1666666666666666
227,arunachal pradesh,rabi,rapeseed,50,40,20,5.18,241.78000000000003,1.1800000000000002,420.0,200.0,0.4761904761904761
228,arunachal pradesh,rabi,wheat,60,30,30,6.3,241.78000000000003,1.1800000000000002,15.0,15.0,1.0
229,arunachal pradesh,kharif,maize,80,40,20,5.42,1712.66,11.2,668.0,2014.0,3.01497005988024
230,arunachal pradesh,kharif,rice,80,40,40,5.6,1712.66,11.2,6200.0,5800.0,0.935483870967742
231,arunachal pradesh,kharif,sesamum,30,15,30,6.58,1712.66,11.2,3.0,2.0,0.6666666666666666
232,arunachal pradesh,kharif,soyabean,20,60,20,5.56,1712.66,11.2,10.0,13.0,1.3
233,arunachal pradesh,kharif,sunflower,50,60,30,5.36,1712.66,11.2,4.0,2.0,0.5
234,arunachal pradesh,rabi,rapeseed,50,40,20,4.98,241.78000000000003,1.1800000000000002,10.0,10.0,1.0
235,arunachal pradesh,kharif,maize,80,40,20,5.56,1712.66,11.2,796.0,1560.0,1.9597989949748744
236,arunachal pradesh,kharif,rice,80,40,40,5.38,1712.66,11.2,3915.0,2750.0,0.70242656449553
237,arunachal pradesh,kharif,sesamum,30,15,30,6.48,1712.66,11.2,52.0,30.0,0.5769230769230769
238,arunachal pradesh,kharif,soyabean,20,60,20,5.46,1712.66,11.2,71.0,170.0,2.3943661971830985
239,arunachal pradesh,kharif,sunflower,50,60,30,5.34,1712.66,11.2,17.0,10.0,0.5882352941176471
240,arunachal pradesh,rabi,rapeseed,50,40,20,5.02,241.78000000000003,1.1800000000000002,40.0,50.0,1.25
241,arunachal pradesh,rabi,wheat,60,30,30,6.3,241.78000000000003,1.1800000000000002,60.0,120.0,2.0
242,arunachal pradesh,kharif,maize,80,40,20,5.46,1712.66,11.2,3651.0,5659.0,1.5499863051218843
243,arunachal pradesh,kharif,rice,80,40,40,5.42,1712.66,11.2,915.0,880.0,0.9617486338797814
244,arunachal pradesh,kharif,soyabean,20,60,20,5.4,1712.66,11.2,25.0,51.0,2.04
245,arunachal pradesh,kharif,sunflower,50,60,30,5.66,1712.66,11.2,28.0,16.0,0.5714285714285714
246,arunachal pradesh,rabi,rapeseed,50,40,20,4.92,241.78000000000003,1.1800000000000002,95.0,95.0,1.0
247,arunachal pradesh,rabi,wheat,60,30,30,6.8,241.78000000000003,1.1800000000000002,670.0,799.0,1.192537313432836
248,arunachal pradesh,kharif,maize,80,40,20,5.34,1712.66,11.2,2930.0,3840.0,1.310580204778157
249,arunachal pradesh,kharif,rice,80,40,40,5.54,1712.66,11.2,18750.0,16500.0,0.88
