State_Name,Crop_Type,Crop,rainfall,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
andhra pradesh,rabi,Sunflower,288.3,900.0,400.0,0.4444444444444444
andhra pradesh,kharif,Arhar/Tur,654.34,1600.0,300.0,0.1875
andhra pradesh,kharif,Bajra,654.34,2500.0,1400.0,0.56
andhra pradesh,kharif,Cotton(lint),654.34,9800.0,23400.0,2.3877551020408165
andhra pradesh,kharif,Dry chillies,654.34,700.0,2200.0,3.142857142857143
andhra pradesh,kharif,Groundnut,654.34,400.0,400.0,1.0
andhra pradesh,kharif,Jowar,654.34,1100.0,600.0,0.5454545454545454
andhra pradesh,kharif,Korra,654.34,1200.0,1100.0,0.9166666666666666
andhra pradesh,kharif,Maize,654.34,1600.0,2900.0,1.8125
andhra pradesh,kharif,Ragi,654.34,200.0,100.0,0.5
andhra pradesh,kharif,Rice,654.34,214100.0,429300.0,2.0051377860812702
andhra pradesh,kharif,Samai,654.34,2000.0,800.0,0.4
andhra pradesh,kharif,Sesamum,654.34,1800.0,400.0,0.2222222222222222
andhra pradesh,kharif,Sugarcane,654.34,15100.0,1197300.0,79.29139072847683
andhra pradesh,kharif,Sunflower,654.34,300.0,200.0,0.6666666666666666
andhra pradesh,kharif,Tobacco,654.34,13100.0,17100.0,1.3053435114503817
andhra pradesh,rabi,Dry chillies,288.3,700.0,1200.0,1.7142857142857142
andhra pradesh,rabi,Groundnut,288.3,1700.0,3000.0,1.7647058823529411
andhra pradesh,rabi,Horse-gram,288.3,1300.0,800.0,0.6153846153846154
andhra pradesh,rabi,Jowar,288.3,200.0,200.0,1.0
andhra pradesh,rabi,Maize,288.3,3600.0,13700.0,3.8055555555555554
andhra pradesh,rabi,Moong(Green Gram),288.3,59500.0,26500.0,0.44537815126050423
andhra pradesh,rabi,Ragi,288.3,100.0,100.0,1.0
andhra pradesh,rabi,Rice,288.3,154400.0,491500.0,3.1832901554404147
andhra pradesh,rabi,Sesamum,288.3,1900.0,200.0,0.10526315789473684
andhra pradesh,rabi,Urad,288.3,59900.0,19300.0,0.32220367278797996
andhra pradesh,kharif,Arhar/Tur,654.34,28400.0,14900.0,0.5246478873239436
andhra pradesh,kharif,Bajra,654.34,100.0,100.0,1.0
andhra pradesh,kharif,Castor seed,654.34,1600.0,300.0,0.1875
andhra pradesh,kharif,Cotton(lint),654.34,162300.0,432500.0,2.664818237831177
andhra pradesh,kharif,Dry chillies,654.34,27100.0,97300.0,3.5904059040590406
andhra pradesh,kharif,Groundnut,654.34,300.0,300.0,1.0
andhra pradesh,kharif,Jowar,654.34,200.0,100.0,0.5
andhra pradesh,kharif,Maize,654.34,1700.0,3100.0,1.8235294117647058
andhra pradesh,kharif,Moong(Green Gram),654.34,7400.0,2800.0,0.3783783783783784
andhra pradesh,kharif,Rice,654.34,295000.0,845300.0,2.865423728813559
andhra pradesh,kharif,Small millets,654.34,4000.0,200.0,0.05
andhra pradesh,kharif,Sugarcane,654.34,1600.0,109600.0,68.5
andhra pradesh,kharif,Tobacco,654.34,11400.0,13200.0,1.1578947368421053
andhra pradesh,kharif,Urad,654.34,7100.0,1200.0,0.16901408450704225
andhra pradesh,rabi,Arhar/Tur,288.3,1800.0,1000.0,0.5555555555555556
andhra pradesh,rabi,Dry chillies,288.3,700.0,1300.0,1.8571428571428572
andhra pradesh,rabi,Gram,288.3,3000.0,1500.0,0.5
andhra pradesh,rabi,Groundnut,288.3,4500.0,6500.0,1.4444444444444444
andhra pradesh,rabi,Jowar,288.3,2400.0,3500.0,1.4583333333333333
andhra pradesh,rabi,Maize,288.3,5000.0,19000.0,3.8
andhra pradesh,rabi,Moong(Green Gram),288.3,7700.0,3100.0,0.4025974025974026
andhra pradesh,rabi,Rice,288.3,14500.0,51800.0,3.5724137931034483
andhra pradesh,rabi,Sesamum,288.3,4700.0,900.0,0.19148936170212766
andhra pradesh,rabi,Urad,288.3,153000.0,75400.0,0.4928104575163399
andhra pradesh,rabi,Varagu,288.3,400.0,300.0,0.75
andhra pradesh,kharif,Arhar/Tur,654.34,5700.0,1400.0,0.24561403508771928
andhra pradesh,kharif,Bajra,654.34,2000.0,2400.0,1.2
andhra pradesh,kharif,Castor seed,654.34,400.0,100.0,0.25
andhra pradesh,kharif,Cotton(lint),654.34,13400.0,17400.0,1.2985074626865671
andhra pradesh,kharif,Dry chillies,654.34,3300.0,4400.0,1.3333333333333333
andhra pradesh,kharif,Groundnut,654.34,103900.0,47600.0,0.45813282001924927
andhra pradesh,kharif,Horse-gram,654.34,200.0,100.0,0.5
andhra pradesh,kharif,Jowar,654.34,7300.0,8100.0,1.1095890410958904
andhra pradesh,kharif,Korra,654.34,400.0,300.0,0.75
andhra pradesh,kharif,Maize,654.34,200.0,100.0,0.5
andhra pradesh,kharif,Ragi,654.34,100.0,100.0,1.0
andhra pradesh,kharif,Rice,654.34,47700.0,77500.0,1.6247379454926625
andhra pradesh,kharif,Sesamum,654.34,3200.0,700.0,0.21875
andhra pradesh,kharif,Sugarcane,654.34,200.0,19300.0,96.5
andhra pradesh,kharif,Sunflower,654.34,51500.0,27400.0,0.5320388349514563
andhra pradesh,kharif,Tobacco,654.34,600.0,600.0,1.0
andhra pradesh,rabi,Dry chillies,288.3,200.0,200.0,1.0
andhra pradesh,rabi,Gram,288.3,14200.0,7000.0,0.49295774647887325
andhra pradesh,rabi,Groundnut,288.3,26400.0,32000.0,1.2121212121212122
andhra pradesh,rabi,Horse-gram,288.3,300.0,100.0,0.3333333333333333
andhra pradesh,rabi,Jowar,288.3,3000.0,2600.0,0.8666666666666667
andhra pradesh,rabi,Ragi,288.3,800.0,1300.0,1.625
andhra pradesh,rabi,Rice,288.3,13000.0,27700.0,2.1307692307692307
andhra pradesh,rabi,Sunflower,288.3,3300.0,700.0,0.21212121212121213
andhra pradesh,rabi,Urad,288.3,200.0,100.0,0.5
andhra pradesh,kharif,Arhar/Tur,654.34,10700.0,3400.0,0.3177570093457944
andhra pradesh,kharif,Cotton(lint),654.34,26400.0,63300.0,2.397727272727273
andhra pradesh,kharif,Dry chillies,654.34,5100.0,14500.0,2.843137254901961
andhra pradesh,kharif,Groundnut,654.34,4300.0,4800.0,1.1162790697674418
andhra pradesh,kharif,Jowar,654.34,500.0,300.0,0.6
andhra pradesh,kharif,Maize,654.34,5900.0,10500.0,1.7796610169491525
andhra pradesh,kharif,Mesta,654.34,100.0,800.0,8.0
andhra pradesh,kharif,Moong(Green Gram),654.34,26700.0,10200.0,0.38202247191011235
andhra pradesh,kharif,Rice,654.34,257900.0,699400.0,2.7119038386971694
andhra pradesh,kharif,Sesamum,654.34,300.0,100.0,0.3333333333333333
andhra pradesh,kharif,Sugarcane,654.34,15400.0,1634000.0,106.1038961038961
andhra pradesh,kharif,Sunflower,654.34,2200.0,1100.0,0.5
andhra pradesh,kharif,Tobacco,654.34,7700.0,6900.0,0.8961038961038961
andhra pradesh,kharif,Urad,654.34,5200.0,900.0,0.17307692307692307
andhra pradesh,rabi,Dry chillies,288.3,1800.0,3000.0,1.6666666666666667
andhra pradesh,rabi,Groundnut,288.3,11200.0,19900.0,1.7767857142857142
andhra pradesh,rabi,Horse-gram,288.3,800.0,400.0,0.5
andhra pradesh,rabi,Jowar,288.3,2200.0,2000.0,0.9090909090909091
andhra pradesh,rabi,Maize,288.3,2200.0,8200.0,3.727272727272727
andhra pradesh,rabi,Moong(Green Gram),288.3,2500.0,1600.0,0.64
andhra pradesh,rabi,Rice,288.3,116300.0,393500.0,3.3834909716251076
andhra pradesh,rabi,Sesamum,288.3,2400.0,300.0,0.125
andhra pradesh,rabi,Urad,288.3,90600.0,55900.0,0.6169977924944813
andhra pradesh,kharif,Arhar/Tur,654.34,20900.0,6400.0,0.3062200956937799
andhra pradesh,kharif,Bajra,654.34,11600.0,9300.0,0.8017241379310345
andhra pradesh,kharif,Cotton(lint),654.34,90400.0,116900.0,1.293141592920354
andhra pradesh,kharif,Dry chillies,654.34,8000.0,8500.0,1.0625
andhra pradesh,kharif,Groundnut,654.34,201200.0,105200.0,0.5228628230616302
andhra pradesh,kharif,Jowar,654.34,9600.0,10400.0,1.0833333333333333
andhra pradesh,kharif,Korra,654.34,21700.0,13700.0,0.631336405529954
andhra pradesh,kharif,Maize,654.34,1000.0,1700.0,1.7
andhra pradesh,kharif,Moong(Green Gram),654.34,3000.0,1200.0,0.4
andhra pradesh,kharif,Rice,654.34,66300.0,176900.0,2.668174962292609
andhra pradesh,kharif,Sugarcane,654.34,100.0,9900.0,99.0
andhra pradesh,kharif,Sunflower,654.34,81700.0,46200.0,0.565483476132191
andhra pradesh,kharif,Tobacco,654.34,23000.0,22700.0,0.9869565217391304
andhra pradesh,kharif,Urad,654.34,600.0,100.0,0.16666666666666666
andhra pradesh,rabi,Arhar/Tur,288.3,100.0,100.0,1.0
andhra pradesh,rabi,Dry chillies,288.3,300.0,300.0,1.0
andhra pradesh,rabi,Gram,288.3,48300.0,22800.0,0.4720496894409938
andhra pradesh,rabi,Groundnut,288.3,31900.0,48100.0,1.5078369905956113
andhra pradesh,rabi,Horse-gram,288.3,2000.0,600.0,0.3
andhra pradesh,rabi,Jowar,288.3,113800.0,107200.0,0.9420035149384886
andhra pradesh,rabi,Maize,288.3,100.0,200.0,2.0
andhra pradesh,rabi,Moong(Green Gram),288.3,500.0,200.0,0.4
andhra pradesh,rabi,Rice,288.3,9000.0,23900.0,2.6555555555555554
andhra pradesh,rabi,Sunflower,288.3,61100.0,34300.0,0.5613747954173486
andhra pradesh,rabi,Urad,288.3,1900.0,900.0,0.47368421052631576
andhra pradesh,rabi,Wheat,288.3,600.0,300.0,0.5
andhra pradesh,kharif,Arhar/Tur,654.34,34700.0,2200.0,0.06340057636887608
andhra pradesh,kharif,Bajra,654.34,12200.0,11600.0,0.9508196721311475
andhra pradesh,kharif,Castor seed,654.34,7200.0,900.0,0.125
andhra pradesh,kharif,Cotton(lint),654.34,39900.0,47500.0,1.1904761904761905
andhra pradesh,kharif,Dry chillies,654.34,7100.0,7100.0,1.0
andhra pradesh,kharif,Groundnut,654.34,7000.0,4300.0,0.6142857142857143
andhra pradesh,kharif,Jowar,654.34,3700.0,2100.0,0.5675675675675675
andhra pradesh,kharif,Korra,654.34,1400.0,1400.0,1.0
andhra pradesh,kharif,Maize,654.34,1800.0,8100.0,4.5
andhra pradesh,kharif,Moong(Green Gram),654.34,6000.0,2300.0,0.38333333333333336
andhra pradesh,kharif,Rice,654.34,62000.0,124300.0,2.0048387096774194
andhra pradesh,kharif,Sesamum,654.34,3700.0,700.0,0.1891891891891892
andhra pradesh,kharif,Sugarcane,654.34,400.0,27200.0,68.0
andhra pradesh,kharif,Sunflower,654.34,14100.0,7000.0,0.49645390070921985
andhra pradesh,kharif,Tobacco,654.34,79100.0,63600.0,0.8040455120101138
andhra pradesh,kharif,Urad,654.34,800.0,100.0,0.125
andhra pradesh,rabi,Dry chillies,288.3,4500.0,6900.0,1.5333333333333334
andhra pradesh,rabi,Gram,288.3,15100.0,7400.0,0.4900662251655629
andhra pradesh,rabi,Groundnut,288.3,11900.0,14200.0,1.1932773109243697
andhra pradesh,rabi,Horse-gram,288.3,2500.0,900.0,0.36
andhra pradesh,rabi,Jowar,288.3,4200.0,8100.0,1.9285714285714286
andhra pradesh,rabi,Maize,288.3,4700.0,17600.0,3.74468085106383
andhra pradesh,rabi,Moong(Green Gram),288.3,4700.0,2000.0,0.425531914893617
andhra pradesh,rabi,Ragi,288.3,4600.0,5800.0,1.2608695652173914
andhra pradesh,rabi,Rice,288.3,74200.0,222100.0,2.9932614555256065
andhra pradesh,rabi,Sesamum,288.3,2500.0,100.0,0.04
andhra pradesh,rabi,Sunflower,288.3,600.0,200.0,0.3333333333333333
andhra pradesh,rabi,Urad,288.3,22200.0,7500.0,0.33783783783783783
andhra pradesh,rabi,Varagu,288.3,2100.0,1300.0,0.6190476190476191
andhra pradesh,kharif,Arhar/Tur,654.34,200.0,100.0,0.5
andhra pradesh,kharif,Bajra,654.34,2100.0,4700.0,2.238095238095238
andhra pradesh,kharif,Cotton(lint),654.34,8700.0,20900.0,2.4022988505747125
andhra pradesh,kharif,Dry chillies,654.34,100.0,400.0,4.0
andhra pradesh,kharif,Groundnut,654.34,6100.0,9100.0,1.4918032786885247
andhra pradesh,kharif,Maize,654.34,100.0,100.0,1.0
andhra pradesh,kharif,Moong(Green Gram),654.34,300.0,100.0,0.3333333333333333
andhra pradesh,kharif,Ragi,654.34,300.0,200.0,0.6666666666666666
andhra pradesh,kharif,Rice,654.34,48700.0,127600.0,2.620123203285421
andhra pradesh,kharif,Sesamum,654.34,1100.0,200.0,0.18181818181818182
andhra pradesh,kharif,Sugarcane,654.34,5700.0,446300.0,78.29824561403508
andhra pradesh,kharif,Sunflower,654.34,3000.0,1500.0,0.5
andhra pradesh,kharif,Tobacco,654.34,12500.0,12600.0,1.008
andhra pradesh,rabi,Arhar/Tur,288.3,500.0,100.0,0.2
andhra pradesh,rabi,Dry chillies,288.3,3000.0,5500.0,1.8333333333333333
andhra pradesh,rabi,Groundnut,288.3,14700.0,41100.0,2.795918367346939
andhra pradesh,rabi,Horse-gram,288.3,600.0,300.0,0.5
andhra pradesh,rabi,Jowar,288.3,300.0,200.0,0.6666666666666666
andhra pradesh,rabi,Moong(Green Gram),288.3,6300.0,1900.0,0.30158730158730157
andhra pradesh,rabi,Ragi,288.3,400.0,900.0,2.25
andhra pradesh,rabi,Rice,288.3,182100.0,544600.0,2.990664470071389
andhra pradesh,rabi,Sesamum,288.3,2200.0,200.0,0.09090909090909091
andhra pradesh,rabi,Sunflower,288.3,200.0,100.0,0.5
andhra pradesh,rabi,Urad,288.3,5400.0,2600.0,0.48148148148148145
andhra pradesh,kharif,Arhar/Tur,654.34,1600.0,400.0,0.25
andhra pradesh,kharif,Bajra,654.34,3500.0,6100.0,1.7428571428571429
andhra pradesh,kharif,Cotton(lint),654.34,800.0,1900.0,2.375
andhra pradesh,kharif,Groundnut,654.34,35700.0,32900.0,0.9215686274509803
andhra pradesh,kharif,Jowar,654.34,300.0,200.0,0.6666666666666666
andhra pradesh,kharif,Korra,654.34,100.0,100.0,1.0
andhra pradesh,kharif,Maize,654.34,200.0,400.0,2.0
andhra pradesh,kharif,Mesta,654.34,24900.0,167800.0,6.738955823293173
andhra pradesh,kharif,Ragi,654.34,4700.0,5300.0,1.127659574468085
andhra pradesh,kharif,Rice,654.34,185700.0,278500.0,1.499730748519117
andhra pradesh,kharif,Samai,654.34,100.0,100.0,1.0
andhra pradesh,kharif,Sesamum,654.34,4100.0,500.0,0.12195121951219512
andhra pradesh,kharif,Small millets,654.34,2500.0,1500.0,0.6
andhra pradesh,kharif,Sugarcane,654.34,4900.0,341800.0,69.75510204081633
andhra pradesh,rabi,Dry chillies,288.3,3400.0,5700.0,1.6764705882352942
andhra pradesh,rabi,Groundnut,288.3,6800.0,9000.0,1.3235294117647058
andhra pradesh,rabi,Horse-gram,288.3,17300.0,11200.0,0.6473988439306358
andhra pradesh,rabi,Jowar,288.3,400.0,200.0,0.5
andhra pradesh,rabi,Moong(Green Gram),288.3,23300.0,10800.0,0.463519313304721
andhra pradesh,rabi,Ragi,288.3,1400.0,2000.0,1.4285714285714286
andhra pradesh,rabi,Rice,288.3,600.0,2100.0,3.5
andhra pradesh,rabi,Sesamum,288.3,2000.0,200.0,0.1
andhra pradesh,rabi,Urad,288.3,31400.0,14000.0,0.445859872611465
andhra pradesh,kharif,Arhar/Tur,654.34,4800.0,800.0,0.16666666666666666
andhra pradesh,kharif,Bajra,654.34,17700.0,9700.0,0.5480225988700564
andhra pradesh,kharif,Cotton(lint),654.34,1500.0,3500.0,2.3333333333333335
andhra pradesh,kharif,Dry chillies,654.34,1200.0,3600.0,3.0
andhra pradesh,kharif,Groundnut,654.34,17700.0,12700.0,0.7175141242937854
andhra pradesh,kharif,Jowar,654.34,1300.0,700.0,0.5384615384615384
andhra pradesh,kharif,Korra,654.34,300.0,300.0,1.0
andhra pradesh,kharif,Maize,654.34,6400.0,6500.0,1.015625
andhra pradesh,kharif,Mesta,654.34,300.0,2000.0,6.666666666666667
andhra pradesh,kharif,Moong(Green Gram),654.34,2500.0,1000.0,0.4
andhra pradesh,kharif,Other Kharif pulses,654.34,900.0,400.0,0.4444444444444444
andhra pradesh,kharif,Ragi,654.34,35800.0,14600.0,0.40782122905027934
andhra pradesh,kharif,Rice,654.34,95600.0,79700.0,0.8336820083682008
andhra pradesh,kharif,Samai,654.34,22800.0,10100.0,0.44298245614035087
andhra pradesh,kharif,Sesamum,654.34,4100.0,600.0,0.14634146341463414
andhra pradesh,kharif,Small millets,654.34,2000.0,100.0,0.05
andhra pradesh,kharif,Sugarcane,654.34,40400.0,1637200.0,40.524752475247524
andhra pradesh,kharif,Tobacco,654.34,3100.0,3600.0,1.1612903225806452
andhra pradesh,kharif,Urad,654.34,2500.0,400.0,0.16
andhra pradesh,rabi,Dry chillies,288.3,3800.0,6100.0,1.605263157894737
andhra pradesh,rabi,Gram,288.3,200.0,100.0,0.5
andhra pradesh,rabi,Groundnut,288.3,3400.0,6000.0,1.7647058823529411
andhra pradesh,rabi,Horse-gram,288.3,6700.0,3200.0,0.47761194029850745
andhra pradesh,rabi,Jowar,288.3,100.0,100.0,1.0
andhra pradesh,rabi,Maize,288.3,300.0,1100.0,3.6666666666666665
andhra pradesh,rabi,Moong(Green Gram),288.3,2700.0,1100.0,0.4074074074074074
andhra pradesh,rabi,Ragi,288.3,2000.0,3900.0,1.95
andhra pradesh,rabi,Rice,288.3,2700.0,8700.0,3.2222222222222223
andhra pradesh,rabi,Sesamum,288.3,9300.0,900.0,0.0967741935483871
andhra pradesh,rabi,Urad,288.3,3000.0,1400.0,0.4666666666666667
andhra pradesh,kharif,Bajra,654.34,4500.0,4600.0,1.0222222222222221
andhra pradesh,kharif,Cotton(lint),654.34,4200.0,10100.0,2.4047619047619047
andhra pradesh,kharif,Dry chillies,654.34,300.0,900.0,3.0
andhra pradesh,kharif,Groundnut,654.34,63800.0,55200.0,0.8652037617554859
andhra pradesh,kharif,Jowar,654.34,600.0,300.0,0.5
andhra pradesh,kharif,Korra,654.34,800.0,700.0,0.875
andhra pradesh,kharif,Maize,654.34,500.0,800.0,1.6
andhra pradesh,kharif,Mesta,654.34,60300.0,390200.0,6.470978441127695
andhra pradesh,kharif,Moong(Green Gram),654.34,500.0,200.0,0.4
andhra pradesh,kharif,Ragi,654.34,10000.0,11700.0,1.17
andhra pradesh,kharif,Rice,654.34,130500.0,185600.0,1.4222222222222223
andhra pradesh,kharif,Samai,654.34,2000.0,1200.0,0.6
andhra pradesh,kharif,Sesamum,654.34,7300.0,1700.0,0.2328767123287671
andhra pradesh,kharif,Small millets,654.34,1000.0,100.0,0.1
andhra pradesh,kharif,Sugarcane,654.34,10000.0,601100.0,60.11
andhra pradesh,kharif,Tobacco,654.34,1500.0,2300.0,1.5333333333333334
andhra pradesh,kharif,Urad,654.34,500.0,100.0,0.2
andhra pradesh,rabi,Dry chillies,288.3,3300.0,5700.0,1.7272727272727273
andhra pradesh,rabi,Gram,288.3,100.0,100.0,1.0
andhra pradesh,rabi,Groundnut,288.3,6300.0,7600.0,1.2063492063492063
andhra pradesh,rabi,Horse-gram,288.3,38700.0,14500.0,0.37467700258397935
andhra pradesh,rabi,Jowar,288.3,200.0,300.0,1.5
andhra pradesh,rabi,Maize,288.3,1800.0,6800.0,3.7777777777777777
andhra pradesh,rabi,Moong(Green Gram),288.3,20800.0,4100.0,0.1971153846153846
andhra pradesh,rabi,Ragi,288.3,2300.0,3500.0,1.5217391304347827
andhra pradesh,rabi,Rice,288.3,1000.0,3200.0,3.2
andhra pradesh,rabi,Sesamum,288.3,17200.0,1600.0,0.09302325581395349
andhra pradesh,rabi,Urad,288.3,11100.0,5300.0,0.4774774774774775
andhra pradesh,kharif,Arhar/Tur,654.34,500.0,100.0,0.2
andhra pradesh,kharif,Cotton(lint),654.34,3400.0,8200.0,2.411764705882353
andhra pradesh,kharif,Groundnut,654.34,500.0,400.0,0.8
andhra pradesh,kharif,Maize,654.34,800.0,1400.0,1.75
andhra pradesh,kharif,Rice,654.34,247200.0,630400.0,2.5501618122977345
andhra pradesh,kharif,Sesamum,654.34,1500.0,500.0,0.3333333333333333
andhra pradesh,kharif,Sugarcane,654.34,27600.0,2156600.0,78.1376811594203
andhra pradesh,kharif,Sunflower,654.34,800.0,400.0,0.5
andhra pradesh,kharif,Tobacco,654.34,26300.0,32100.0,1.220532319391635
andhra pradesh,rabi,Dry chillies,288.3,5300.0,9800.0,1.849056603773585
andhra pradesh,rabi,Groundnut,288.3,4300.0,7700.0,1.7906976744186047
andhra pradesh,rabi,Horse-gram,288.3,1100.0,300.0,0.2727272727272727
andhra pradesh,rabi,Jowar,288.3,300.0,500.0,1.6666666666666667
andhra pradesh,rabi,Maize,288.3,8900.0,33600.0,3.7752808988764044
andhra pradesh,rabi,Rice,288.3,193600.0,678100.0,3.502582644628099
andhra pradesh,rabi,Urad,288.3,5800.0,1400.0,0.2413793103448276
arunachal pradesh,kharif,Maize,1712.66,1520.0,2725.0,1.792763157894737
arunachal pradesh,kharif,Rice,1712.66,11500.0,13800.0,1.2
arunachal pradesh,kharif,Sesamum,1712.66,424.0,313.0,0.7382075471698113
arunachal pradesh,kharif,Small millets,1712.66,2000.0,1500.0,0.75
arunachal pradesh,kharif,Soyabean,1712.66,373.0,450.0,1.2064343163538873
arunachal pradesh,kharif,Sunflower,1712.66,51.0,24.0,0.47058823529411764
arunachal pradesh,rabi,Groundnut,241.78000000000003,285.0,277.0,0.9719298245614035
arunachal pradesh,rabi,Rapeseed &Mustard,241.78000000000003,4205.0,3300.0,0.7847800237812128
arunachal pradesh,rabi,Sugarcane,241.78000000000003,230.0,4695.0,20.41304347826087
arunachal pradesh,rabi,Wheat,241.78000000000003,240.0,260.0,1.0833333333333333
arunachal pradesh,whole year,Oilseeds total,2569.5199999999995,5500.0,4450.0,0.8090909090909091
arunachal pradesh,kharif,Maize,1712.66,5212.0,7557.0,1.4499232540291636
arunachal pradesh,kharif,Rice,1712.66,10310.0,12400.0,1.2027158098933075
arunachal pradesh,kharif,Sesamum,1712.66,130.0,100.0,0.7692307692307693
arunachal pradesh,kharif,Small millets,1712.66,603.0,724.0,1.2006633499170813
arunachal pradesh,kharif,Soyabean,1712.66,290.0,653.0,2.2517241379310344
arunachal pradesh,kharif,Sunflower,1712.66,20.0,10.0,0.5
arunachal pradesh,rabi,Groundnut,241.78000000000003,80.0,95.0,1.1875
arunachal pradesh,rabi,Rapeseed &Mustard,241.78000000000003,2780.0,2700.0,0.9712230215827338
arunachal pradesh,rabi,Wheat,241.78000000000003,196.0,294.0,1.5
arunachal pradesh,whole year,Oilseeds total,2569.5199999999995,3500.0,3625.0,1.0357142857142858
arunachal pradesh,kharif,Maize,1712.66,1485.0,2652.0,1.7858585858585858
arunachal pradesh,kharif,Rice,1712.66,8945.0,9200.0,1.028507546115148
arunachal pradesh,kharif,Sesamum,1712.66,215.0,75.0,0.3488372093023256
arunachal pradesh,kharif,Small millets,1712.66,430.0,324.0,0.7534883720930232
arunachal pradesh,kharif,Soyabean,1712.66,88.0,195.0,2.215909090909091
arunachal pradesh,kharif,Sunflower,1712.66,40.0,30.0,0.75
arunachal pradesh,rabi,Groundnut,241.78000000000003,70.0,55.0,0.7857142857142857
arunachal pradesh,rabi,Rapeseed &Mustard,241.78000000000003,270.0,290.0,1.0740740740740742
arunachal pradesh,rabi,Wheat,241.78000000000003,19.0,81.0,4.2631578947368425
arunachal pradesh,whole year,Oilseeds total,2569.5199999999995,683.0,645.0,0.9443631039531479
arunachal pradesh,kharif,Maize,1712.66,2332.0,4196.0,1.7993138936535162
arunachal pradesh,kharif,Rice,1712.66,10200.0,15525.0,1.5220588235294117
arunachal pradesh,kharif,Sesamum,1712.66,98.0,80.0,0.8163265306122449
